pIC50,MDEC-23,LipoaffinityIndex,C1SP2,maxHsOH,minsssN,maxssO,minHsOH,minsOH,nHBAcc,MLFER_A,nC,SHsOH,ATSc3,VC-5,minHBint5,MLogP,TopoPSA,MDEO-12,minssO,SHBint10
5.175,0.417762155,0.46929504,0.05,0.368139695,0,0,0.379853247,0.866410148,0.03030303,0.182113821,0.147727273,0.192077345,0.375156069,0.466820362,0.093941509,0.435897436,0.023415736,0,0,0.060564681
5.38,0.417762155,0.459421747,0.05,0.396075999,0,0,0.397064492,0.857547995,0.03030303,0.182113821,0.147727273,0.206312333,0.374868028,0.466820362,0.093941509,0.435897436,0.023415736,0,0,0.063694939
5.369,0.417762155,0.459421747,0.05,0.396075999,0,0,0.397064492,0.857547995,0.03030303,0.182113821,0.147727273,0.206312333,0.374868028,0.466820362,0.093941509,0.435897436,0.023415736,0,0,0.063694939
6.394,0.185701613,0.37009614,0,0.708995005,0.541495702,0,0.821637687,0.787845061,0.045454545,0.162833914,0.079545455,0.220286297,0.509312503,0.09596521,0.093941509,0.230769231,0.044773497,0,0,0.012930302
7.046,0.219884426,0.36896033,0,0.696725651,0.576411266,0,0.809826732,0.792402302,0.045454545,0.162833914,0.079545455,0.216474182,0.495879371,0.142466537,0.093941509,0.205128205,0.044773497,0,0,0.012930302
5.705,0.224715198,0.373225009,0,0.700851628,0.527173972,0.76489147,0.813798558,0.792257845,0.045454545,0.162833914,0.090909091,0.217756132,0.510244816,0.09596521,0.093941509,0.230769231,0.052495085,0.119376196,0.764979139,0.03965935
6.519,0.197308979,0.388180557,0,0.697268543,0.561810212,0,0.810349341,0.791780581,0.045454545,0.162833914,0.090909091,0.21664286,0.509719454,0.09596521,0.093941509,0.256410256,0.044773497,0,0,0.012930302
6.565,0.226674513,0.332397829,0,0.708995005,0.505742164,0,0.817077453,0.788079867,0.045454545,0.225900116,0.079545455,0.439100729,0.504787179,0.09596521,0.159072706,0.205128205,0.061697411,0,0,0.012930302
6.484,0.198961403,0.388018453,0,0.635704619,0.546371184,0,0.751085522,0.812310524,0.045454545,0.162833914,0.090909091,0.197514814,0.514187263,0.121128156,0.093941509,0.256410256,0.044773497,0,0,0.012930302
6.06,0.208386407,0.391158511,0,0.694517891,0.556731584,0,0.807701457,0.792276138,0.045454545,0.162833914,0.090909091,0.215788226,0.501803398,0.138421478,0.093941509,0.256410256,0.044773497,0,0,0.012930302
6.081,0.219884426,0.371663592,0,0.699303714,0.520757973,0.781294007,0.812308475,0.793144353,0.045454545,0.162833914,0.090909091,0.217275192,0.490758812,0.103320221,0.093941509,0.230769231,0.052495085,0.139623246,0.781383556,0.012930302
5.863,0.185701613,0.437514407,0,0.673815619,0.571967467,0,0.787772648,0.798862411,0.045454545,0.162833914,0.113636364,0.209355985,0.510459126,0.09596521,0.093941509,0.307692308,0.044773497,0,0,0.012930302
6.301,0.306142084,0.450103027,0,0.674380122,0.555038708,0,0.78831606,0.803017547,0.045454545,0.162833914,0.136363636,0.209531378,0.520265282,0.09596521,0.093941509,0.358974359,0.044773497,0,0,0.012930302
6.062,0.302647511,0.432995185,0,0.661373677,0.627527652,0,0.775795552,0.804169401,0.045454545,0.162833914,0.125,0.205490247,0.502478544,0.111748808,0.093941509,0.333333333,0.044773497,0,0,0.012930302
6.387,0.302647511,0.435114356,0,0.681478937,0.526259819,0,0.795149654,0.801468639,0.045454545,0.162833914,0.125,0.211736995,0.491622817,0.093984433,0.093941509,0.333333333,0.044773497,0,0,0.012930302
6.499,0.205404898,0.408612218,0,0.687577252,0.573237124,0,0.801020129,0.795024423,0.045454545,0.162833914,0.102272727,0.213631755,0.509715344,0.09596521,0.093941509,0.282051282,0.044773497,0,0,0.012930302
6.629,0.197308979,0.393630597,0.05,0.703819437,0.518641878,0,0.816655485,0.790402097,0.045454545,0.162833914,0.090909091,0.218678237,0.520900702,0.09596521,0.093941509,0.256410256,0.044773497,0,0,0.012930302
7.398,0.247599939,0.404875899,0,0.611708804,0.601601258,0,0.72798622,0.820803284,0.045454545,0.162833914,0.102272727,0.190059262,0.501157936,0.167629484,0.093941509,0.256410256,0.044773497,0,0,0.012930302
7.131,0.236019944,0.398412549,0,0.703131774,0.438230276,0,0.815993514,0.79042665,0.045454545,0.162833914,0.090909091,0.218464579,0.476811102,0.102558191,0.093941509,0.230769231,0.044773497,0,0,0.012930302
7.222,0.247599939,0.449802824,0,0.682067574,0.474894684,0,0.795716299,0.804342368,0.045454545,0.230778165,0.102272727,0.211919886,0.601302643,0.175931369,0.093941509,0.179487179,0.044773497,0,0,0.012930302
7.585,0.236019944,0.387036078,0,0.684999189,0.596725776,0,0.798538386,0.796337821,0.045454545,0.162833914,0.090909091,0.212830745,0.496283875,0.142466537,0.093941509,0.230769231,0.044773497,0,0,0.012930302
8.155,0.29724363,0.465124489,0,0.590833943,0.605198619,0,0.707891271,0.827010166,0.045454545,0.162833914,0.136363636,0.183573397,0.521769789,0.152884466,0.093941509,0.358974359,0.044773497,0,0,0.012930302
7.854,0.265041146,0.44643957,0,0.600525234,0.593771707,0,0.717220483,0.823766323,0.045454545,0.162833914,0.125,0.186584502,0.521977998,0.159267122,0.093941509,0.333333333,0.044773497,0,0,0.012930302
7.796,0.265041146,0.410050301,0,0.599946149,0.623679181,0,0.716663033,0.824881738,0.045454545,0.162833914,0.102272727,0.186404579,0.483246295,0.165102666,0.093941509,0.230769231,0.044773497,0,0,0.012930302
7.585,0.265041146,0.428363504,0,0.600235691,0.608725444,0,0.716941758,0.82432403,0.045454545,0.162833914,0.113636364,0.186494541,0.498271371,0.162184894,0.093941509,0.282051282,0.044773497,0,0,0.012930302
7.62,0.25775007,0.410381984,0,0.673526077,0.603849962,0,0.787493923,0.799858568,0.045454545,0.162833914,0.102272727,0.209266024,0.49339732,0.137021947,0.093941509,0.256410256,0.044773497,0,0,0.012930302
7.268,0.236019944,0.447495563,0,0.700079017,0.329217537,0,0.813054812,0.791953475,0.045454545,0.162833914,0.102272727,0.21751608,0.572980398,0.126512323,0.093941509,0.205128205,0.044773497,0,0,0.219258064
7.292,0.247599939,0.408278087,0,0.611962153,0.595182437,0,0.728230104,0.820563891,0.045454545,0.162833914,0.102272727,0.190137978,0.496198023,0.146742537,0.093941509,0.256410256,0.044773497,0,0,0.012930302
7.377,0.236019944,0.390335336,0,0.685252539,0.590306955,0,0.79878227,0.796098428,0.045454545,0.162833914,0.090909091,0.212909461,0.491324191,0.121579591,0.093941509,0.230769231,0.044773497,0,0,0.012930302
6.963,0.247599939,0.426231614,0,0.612251695,0.580228701,0,0.728508829,0.820006183,0.045454545,0.162833914,0.113636364,0.19022794,0.51809922,0.143373384,0.093941509,0.307692308,0.044773497,0,0,0.012930302
6.32,0.296572628,0.391460484,0,0.68279143,0.602016013,0,0.796413111,0.796988589,0.045454545,0.162833914,0.102272727,0.212144789,0.50709266,0.138207573,0.093941509,0.282051282,0.044773497,0,0,0.012930302
6.05,0.275915703,0.350642384,0,0.650299359,0.597924896,0,0.765134984,0.809732991,0.045454545,0.162833914,0.079545455,0.202049432,0.486538803,0.141021433,0.093941509,0.205128205,0.044773497,0,0,0.012930302
6.62,0.398907898,0.420461298,0.05,0.594513089,0,0,0.688518748,0.831810696,0,0.225900116,0.113636364,0.36203722,0.390725629,0.112335592,0.093941509,0.384615385,0.023415736,0,0,0.012930302
6.804,0.267425201,0.463172411,0.05,0.536952576,0,0.943401112,0.591246706,0.85670974,0,0.225900116,0.147727273,0.312757427,0.378417891,0.198202891,0.29324708,0.435897436,0.031137324,0.126593764,0.943509241,0.012930302
6.33,0.222832634,0.401818589,0,0.579874955,0,0.910057724,0.666906704,0.841449025,0,0.225900116,0.113636364,0.350513596,0.391996544,0.194761495,0.318377179,0.358974359,0.031137324,0.126593764,0.910162031,0.012930302
6.625,0.198386487,0.3939464,0,0.585483913,0,0.890361381,0.653109836,0.840200788,0,0.225900116,0.113636364,0.347803221,0.401949152,0.163742732,0.307779608,0.358974359,0.031137324,0.126593764,0.890463431,0.012930302
6.475,0.239990376,0.373533838,0,0.60380651,0,0.882185541,0.698263222,0.834293804,0,0.225900116,0.102272727,0.368069841,0.40507908,0.143147925,0.324429357,0.333333333,0.031137324,0.126593764,0.882286654,0.012930302
5.917,0.24815226,0.374633067,0,0.607216756,0,0.878345374,0.716677355,0.830011301,0,0.225900116,0.102272727,0.375072775,0.395821539,0.122549085,0.333850467,0.333333333,0.031137324,0.126593764,0.878446047,0.012930302
5.987,0.28884606,0.353163611,0,0.639790261,0,0.847376282,0.739714797,0.819972569,0,0.225900116,0.090909091,0.39262902,0.412879189,0.10273994,0.33780755,0.307692308,0.031137324,0.126593764,0.847473406,0.012930302
5.336,0.286021738,0.352039672,0,0.627738064,0,0.85121645,0.72961974,0.82694128,0,0.225900116,0.090909091,0.385626086,0.421737816,0.131891912,0.328810255,0.307692308,0.031137324,0.126593764,0.851314013,0.012930302
6.224,0.136058772,0.317479924,0.05,0.60689752,0,0.809380601,0.630955531,0.83954142,0.015151515,0.200348432,0.090909091,0.347305931,0.385865578,0.21427636,0.279951593,0.230769231,0.04541766,0.248312495,0.809473369,0.012930302
6.281,0.20426116,0.299080713,0.05,0.625220117,0,0.801204761,0.676108917,0.833634436,0.015151515,0.200348432,0.079545455,0.367572551,0.385989945,0.15215388,0.294977356,0.205128205,0.04541766,0.248312495,0.801296592,0.012930302
4.936,0.20426116,0.297798313,0.05,0.667753654,0,0.784908137,0.761897079,0.822765653,0.015151515,0.200348432,0.068181818,0.408476882,0.347339957,0.14103285,0.329702802,0.153846154,0.04541766,0.248312495,0.7849981,0.012930302
6.145,0.198386487,0.33551116,0.05,0.623541732,0,0.795389501,0.70359383,0.83071418,0.015151515,0.225900116,0.102272727,0.37592213,0.496076285,0.145986714,0.303733441,0.307692308,0.04541766,0.248312495,0.795480665,0.012930302
6.105,0.200298045,0.335713026,0.05,0.614952963,0,0.799229668,0.711861712,0.831995919,0.015151515,0.225900116,0.102272727,0.37592213,0.497989316,0.146286205,0.315022242,0.307692308,0.04541766,0.248312495,0.799321273,0.012930302
6.234,0.24815226,0.318738836,0.05,0.659660099,0,0.783373493,0.753313286,0.817036714,0.015151515,0.225900116,0.090909091,0.403191684,0.491285762,0.105815313,0.326389869,0.282051282,0.04541766,0.248312495,0.783463281,0.012930302
5.75,0.301545717,0.335576797,0.05,0.627086594,0,0.78998866,0.739377056,0.828211906,0.015151515,0.225900116,0.102272727,0.388572954,0.490946549,0.098679287,0.316777724,0.307692308,0.04541766,0.248312495,0.790079205,0.012930302
5.717,0.239990376,0.291138631,0.05,0.638471256,0,0.795902211,0.74810202,0.82707301,0.015151515,0.213124274,0.079545455,0.39492627,0.434018163,0.162752839,0.320421559,0.230769231,0.04541766,0.248312495,0.795993435,0.012930302
6.642,0.292580872,0.334615719,0.05,0.740073446,0,0.740636147,0.724498175,0.796779773,0.015151515,0.225900116,0.090909091,0.418875894,0.37443637,0.088305184,0.296526314,0.256410256,0.04541766,0.248312495,0.740721036,0.012930302
5.801,0.239990376,0.320803858,0.05,0.751799908,0,0.731469296,0.769651561,0.792844253,0.015151515,0.225900116,0.079545455,0.43709308,0.375436903,0.100867821,0.309452282,0.230769231,0.04541766,0.248312495,0.731553134,0.012930302
6.64,0.290716388,0.332109461,0.05,0.621549098,0,0.800778123,0.711861712,0.830024454,0.015151515,0.225900116,0.102272727,0.377971563,0.500299239,0.113710836,0.317826531,0.307692308,0.04541766,0.248312495,0.800869905,0.012930302
6.315,0.292580872,0.331703961,0.05,0.630137867,0,0.796380512,0.70359383,0.828742715,0.015151515,0.225900116,0.102272727,0.377971563,0.50022405,0.112576788,0.30399483,0.307692308,0.04541766,0.248312495,0.79647179,0.012930302
5.893,0.239990376,0.265887634,0.05,0.706565946,0,0.763429398,0.766295978,0.804780306,0.015151515,0.21126597,0.079545455,0.625882459,0.460369693,0.101429574,0.3365796,0.230769231,0.062341574,0.318366462,0.7635169,0.012930302
5.598,0.198386487,0.298856658,0.05,0.621374634,0,0.805359254,0.701507697,0.834888378,0.015151515,0.200348432,0.079545455,0.374575485,0.384084753,0.15695408,0.305577998,0.205128205,0.04541766,0.248312495,0.805451561,0.012930302
5.73,0.247341694,0.318614794,0.05,0.668248868,0,0.779787961,0.745045405,0.815754975,0.015151515,0.225900116,0.090909091,0.403191684,0.47925037,0.108599145,0.314722367,0.282051282,0.04541766,0.248312495,0.779877337,0.012930302
6.312,0.246177136,0.318955393,0.05,0.688243349,0,0.78721366,0.725797942,0.807530456,0.015151515,0.225900116,0.090909091,0.403191684,0.493544787,0.106367287,0.337650777,0.282051282,0.04541766,0.248312495,0.787303888,0.012930302
5.932,0.274741833,0.29982323,0.05,0.715154715,0,0.767771953,0.762683446,0.800341733,0.015151515,0.225900116,0.079545455,0.423458304,0.482884373,0.087658515,0.317648139,0.256410256,0.04541766,0.248312495,0.767859952,0.012930302
6.184,0.277540952,0.300149138,0.05,0.706565946,0,0.775197653,0.770951328,0.801623472,0.015151515,0.225900116,0.079545455,0.423458304,0.496813915,0.085220506,0.340319864,0.256410256,0.04541766,0.248312495,0.775286503,0.012930302
6.799,0.239990376,0.316846744,0.05,0.641864329,0,0.78721366,0.748747216,0.824807196,0.015151515,0.225900116,0.090909091,0.39618875,0.501224422,0.125139425,0.318186499,0.282051282,0.04541766,0.248312495,0.787303888,0.012930302
6.648,0.136058772,0.372784378,0.05,0.599418572,0,0.826921982,0.716155167,0.84159164,0.015151515,0.162833914,0.113636364,0.18624066,0.525881822,0.258604218,0.093941509,0.307692308,0.036215334,0.255784663,0.822421701,0.012930302
5.381,0.203023551,0.378642588,0.05,0.614565922,0,0.809345302,0.730736594,0.835954524,0.015151515,0.162833914,0.113636364,0.190946975,0.512740855,0.139672114,0.093941509,0.333333333,0.036215334,0.255784663,0.804843006,0.012930302
5.007,0.301545717,0.378070989,0.05,0.613850442,0,0.804862251,0.730047844,0.835884677,0.015151515,0.162833914,0.113636364,0.190724674,0.500184764,0.098679287,0.093941509,0.333333333,0.036215334,0.259945128,0.78112503,0.012930302
5,0.301545717,0.402347872,0.1,0.620015198,0,0.801407195,0.735982278,0.832627353,0.015151515,0.162833914,0.113636364,0.192640077,0.487046708,0.095517909,0.093941509,0.358974359,0.028493747,0.200162316,0.80149905,0.012930302
5,0.337504111,0.419526822,0.1,0.606639703,0,0.807666849,0.723106507,0.836902561,0.015151515,0.162833914,0.125,0.188484281,0.484094093,0.098679287,0.093941509,0.384615385,0.028493747,0.200162316,0.807759421,0.012930302
5.506,0.24815226,0.355825416,0.05,0.625444116,0,0.80375192,0.741208364,0.830715988,0.015151515,0.162833914,0.090909091,0.194326853,0.494826759,0.12930118,0.093941509,0.282051282,0.028493747,0.200162316,0.803844043,0.012930302
5.431,0.24815226,0.37726543,0.05,0.626292384,0,0.799890342,0.74202494,0.829470519,0.015151515,0.162833914,0.102272727,0.194590412,0.483594426,0.105815313,0.093941509,0.333333333,0.028493747,0.200162316,0.799982023,0.012930302
5,0.260053382,0.338747742,0.05,0.631502802,0,0.798835286,0.74704069,0.830739803,0.015151515,0.162833914,0.090909091,0.1962093,0.477343889,0.130333716,0.093941509,0.256410256,0.036215334,0.259945128,0.788073225,0.012930302
5.164,0.260053382,0.358475767,0.05,0.629594975,0,0.801503044,0.745204142,0.829013677,0.015151515,0.162833914,0.090909091,0.195616535,0.498885427,0.195724852,0.093941509,0.282051282,0.028493747,0.200162316,0.80159491,0.012930302
5.512,0.233223747,0.376026474,0.05,0.623541732,0,0.803730509,0.739377056,0.83036342,0.015151515,0.162833914,0.102272727,0.193735779,0.482923748,0.127459109,0.093941509,0.333333333,0.028493747,0.200162316,0.80382263,0.012930302
6.224,0.248346521,0.336557907,0.05,0.626046742,0,0.809879384,0.741788476,0.831077628,0.015151515,0.162833914,0.079545455,0.194514091,0.502614492,0.130097687,0.093941509,0.230769231,0.028493747,0.200162316,0.809972209,0.012930302
5.371,0.239990376,0.337038638,0.05,0.618648752,0,0.798525981,0.734666884,0.832972438,0.060606061,0.204181185,0.102272727,0.192215519,0.511330094,0.127711592,0.261776888,0.230769231,0.074128916,0.254469532,0.798617506,0.012930302
4.845,0.239990376,0.331149912,0.05,0.636001098,0,0.795472085,0.751370924,0.826511886,0.03030303,0.191521487,0.090909091,0.197606931,0.496613732,0.131480703,0.305814012,0.282051282,0.05026143,0.200162316,0.795563259,0.012930302
6,0.239990376,0.358605346,0.05,0.632173038,0,0.802087251,0.747685886,0.829755729,0.015151515,0.162833914,0.102272727,0.196417544,0.510748706,0.12324073,0.093941509,0.307692308,0.036215334,0.259945128,0.779383679,0.012930302
5.519,0.336165077,0.394285518,0.05,0.620015198,0,0.799749085,0.735982278,0.833328871,0.015151515,0.162833914,0.113636364,0.192640077,0.489803565,0.095517909,0.093941509,0.358974359,0.028493747,0.200162316,0.799840749,0.012930302
5.263,0.326438204,0.353817131,0.05,0.597166242,0,0.809140542,0.713986987,0.840661736,0.015151515,0.162833914,0.090909091,0.185540856,0.495169745,0.073791917,0.093941509,0.282051282,0.028493747,0.200162316,0.809233283,0.012930302
6.233,0.286313787,0.359599388,0.05,0.69958277,0,0.780448635,0.812577105,0.805005056,0.015151515,0.162833914,0.090909091,0.217361895,0.465221229,0.068334404,0.093941509,0.307692308,0.028493747,0.200162316,0.780538087,0.012930302
5.338,0.309968839,0.38171373,0.1,0.640278128,0,0.793231355,0.755488159,0.825676787,0.015151515,0.162833914,0.102272727,0.198935813,0.490031953,0.085220506,0.093941509,0.333333333,0.028493747,0.200162316,0.793322273,0.012930302
4.955,0.288633692,0.275384644,0.05,0.734248396,0.456547192,0,0.760253316,0.788291542,0.045454545,0.240418118,0.079545455,0.652269368,0.559642339,0.052920577,0.155241008,0.205128205,0.067670557,0,0,0.012930302
5.579,0.288633692,0.303650178,0.05,0.710666536,0.688283084,0,0.702139236,0.795887673,0.03030303,0.240418118,0.079545455,0.616615603,0.485258604,0.086122562,0.183387567,0.205128205,0.080235914,0,0,0.012930302
4.355,0.289520074,0.295421449,0.05,0.770893589,0.37640645,0,0.767221431,0.780794061,0.045454545,0.240418118,0.079545455,0.667409698,0.500888085,0.062431277,0.147003035,0.179487179,0.067670557,0,0,0.084770338
4.26,0.289520074,0.275484717,0.05,0.709932291,0.473735525,0,0.745972981,0.803251209,0.045454545,0.227642276,0.079545455,0.621241039,0.52532757,0.081452677,0.151042991,0.179487179,0.067670557,0,0,0.015270516
5.358,0.287039581,0.293332305,0.05,0.708136411,0.470090199,0,0.742615274,0.803448648,0.045454545,0.240418118,0.090909091,0.628359311,0.561079636,0.076137163,0.153027248,0.230769231,0.067670557,0,0,0.012930302
4.586,0.288633692,0.313400604,0.05,0.727309661,0.475203375,0.748374222,0.728896798,0.791788693,0.045454545,0.177351916,0.090909091,0.416329862,0.556903454,0.052920577,0.15714297,0.230769231,0.058468231,0.132378441,0.748459998,0.012930302
4.175,0.255399049,0.251369174,0.15,0.799395406,0.433693369,0,0.769072336,0.77882104,0.060606061,0.240418118,0.068181818,0.677178841,0.593607135,0.052920577,0.157339088,0.153846154,0.078454009,0,0,0.012930302
4.009,0.249336504,0.249739075,0.15,0.770893589,0.415918172,0,0.771772037,0.782964385,0.060606061,0.240418118,0.068181818,0.669621938,0.58305675,0.049645955,0.152572951,0.153846154,0.078454009,0,0,0.012930302
4.461,0.289520074,0.293322023,0.05,0.710171582,0.464165134,0,0.746317086,0.802790293,0.045454545,0.240418118,0.090909091,0.62198871,0.56748795,0.078083524,0.150043029,0.230769231,0.067670557,0,0,0.012930302
5.204,0.287039581,0.274999245,0.05,0.707846869,0.485043936,0,0.742179767,0.804006356,0.045454545,0.254239257,0.079545455,0.627768939,0.549117069,0.079506316,0.15480406,0.179487179,0.067670557,0,0,0.012930302
5.126,0.287039581,0.295496542,0.05,0.75770132,0.332967256,0,0.769072336,0.7832485,0.045454545,0.254239257,0.079545455,0.664224397,0.538926297,0.060484916,0.140076221,0.179487179,0.067670557,0,0,0.012930302
4.152,0.297781247,0.321067112,0.1,0.686971573,0.514104971,0,0.701939791,0.803504609,0.045454545,0.240418118,0.113636364,0.599937701,0.517823912,0.098510155,0.158524598,0.282051282,0.067670557,0,0,0.012930302
6.75,0.373475066,0.337320962,0.1,0.680030934,0.526073603,0,0.694353256,0.806252894,0.045454545,0.240418118,0.125,0.592883954,0.514159352,0.061718152,0.159360437,0.307692308,0.067670557,0,0,0.012930302
5.27,0.35070556,0.317469249,0.1,0.689722225,0.518760379,0,0.705641602,0.803009052,0.045454545,0.240418118,0.113636364,0.603181934,0.514160122,0.061718152,0.159370355,0.282051282,0.067670557,0,0,0.012930302
4.711,0.319460584,0.300017863,0.1,0.701448686,0.507333467,0,0.719577833,0.799073532,0.045454545,0.240418118,0.102272727,0.615821513,0.514177296,0.061718152,0.159017031,0.256410256,0.067670557,0,0,0.012930302
4.478,0.275401454,0.287249536,0.1,0.7159258,0.487018957,0,0.737215874,0.794198526,0.045454545,0.240418118,0.090909091,0.631705325,0.510105453,0.066662137,0.157700601,0.230769231,0.067670557,0,0,0.012930302
4.122,0.257015663,0.31079089,0.05,0.719862873,0.49230073,0,0.760253316,0.799453703,0.045454545,0.177351916,0.079545455,0.424136787,0.564332488,0.052920577,0.093941509,0.230769231,0.050746643,0,0,0.012930302
4.358,0.281925429,0.274847033,0.05,0.719862873,0.441412882,0,0.760253316,0.799737818,0.045454545,0.240418118,0.079545455,0.641159778,0.556124904,0.052920577,0.093941509,0.205128205,0.067670557,0,0,0.111933861
4.271,0.299294039,0.30983096,0.05,0.734248396,0.50743504,0,0.832099518,0.787940783,0.045454545,0.225900116,0.079545455,0.451795549,0.538985231,0.044902197,0.162073598,0.230769231,0.050746643,0,0,0.012930302
4.973,0.337862338,0.320726046,0.05,0.709474994,0.470232539,0,0.613191247,0.796426499,0.045454545,0.240418118,0.113636364,0.549640436,0.572795659,0.080214569,0.154948277,0.282051282,0.067670557,0,0,0.012930302
4.815,0.261043447,0.291425171,0.05,0.724557105,0.461422675,0,0.728896798,0.791393327,0.045454545,0.240418118,0.090909091,0.616366121,0.571812116,0.092124767,0.1550779,0.230769231,0.067670557,0,0,0.012930302
4.357,0.311830956,0.366018354,0.1,0.708493791,0.509771209,0,0.743360572,0.79691596,0.045454545,0.225900116,0.113636364,0.415152071,0.534684821,0.088662444,0.159986456,0.307692308,0.050746643,0,0,0.012930302
6.917,0.331861455,0.281535563,0.05,0.722521934,0.481737185,0,0.780452139,0.792127095,0.060606061,0.265969803,0.090909091,0.640571573,0.562421753,0.059252594,0.15262963,0.230769231,0.067670557,0,0,0.108957418
3.993,0.480260479,0.407791215,0.05,0.693497498,0.519928464,0,0.703415008,0.804373013,0.045454545,0.225900116,0.147727273,0.397599823,0.538877822,0.070449273,0.159876619,0.384615385,0.050746643,0,0,0.012930302
4.09,0.311830956,0.299291106,0.1,0.719732996,0.453906306,0.692218427,0.783036166,0.795409289,0.075757576,0.225900116,0.102272727,0.431449849,0.703639588,0.062327967,0.153681599,0.230769231,0.072748567,0.239449981,0.692297767,0.101156753
4.878,0.331861455,0.343681604,0.05,0.712830644,0.522366205,0,0.755589614,0.794944765,0.045454545,0.225900116,0.102272727,0.420446598,0.532627325,0.059252594,0.162032504,0.282051282,0.050746643,0,0,0.012930302
5.016,0.288633692,0.327662022,0.05,0.722521934,0.515052981,0,0.786946132,0.791700922,0.045454545,0.225900116,0.090909091,0.433578362,0.533342116,0.06638862,0.161991988,0.256410256,0.050746643,0,0,0.012930302
4.809,0.288633692,0.287775103,0.05,0.728385165,0.485800087,0,0.809522825,0.789996232,0.060606061,0.243786295,0.079545455,0.442686955,0.552916398,0.056091217,0.158647862,0.205128205,0.072514326,0,0,0.012930302
4.153,0.275401454,0.252904852,0.05,0.734248396,0.304188367,0,0.75472433,0.788205474,0.060606061,0.205226481,0.079545455,0.648700287,0.670644794,0.05877295,0.134784153,0.179487179,0.081674823,0,0,0.012930302
4.954,0.275401454,0.26869094,0.05,0.710666536,0.535924259,0,0.725074289,0.795801605,0.045454545,0.252148664,0.079545455,0.622233602,0.545511864,0.074182045,0.163587725,0.179487179,0.094240181,0,0,0.012930302
4.253,0.339787479,0.297841263,0.05,0.707103809,0,0.819899219,0.702139236,0.796010987,0,0.240418118,0.090909091,0.617293197,0.396306589,0.092766437,0.093941509,0.256410256,0.074906931,0.176175656,0.819993193,0.012930302
4.56,0.249336504,0.275077142,0.15,0.747311729,0.647654064,0,0.713657957,0.790560516,0.045454545,0.240418118,0.068181818,0.633968173,0.504163424,0.08284794,0.182447596,0.153846154,0.091019367,0,0,0.012930302
5.756,0.288633692,0.361320314,0.05,0.698940074,0.746788873,0,0.757296092,0.799297054,0.03030303,0.225900116,0.090909091,0.416681552,0.473628034,0.099590605,0.189389331,0.256410256,0.063312001,0,0,0.012930302
5.545,0.289520074,0.322783476,0.05,0.679370785,0.695901026,0,0.688203006,0.812711771,0.03030303,0.240418118,0.090909091,0.586334944,0.493362081,0.111285509,0.175050973,0.230769231,0.080235914,0,0,0.012930302
5.511,0.289520074,0.32224496,0.05,0.747311729,0.608142342,0,0.709107351,0.788390193,0.03030303,0.240418118,0.079545455,0.631755933,0.42479709,0.095633262,0.177048065,0.179487179,0.080235914,0,0,0.082315742
8.699,0.396128211,0.4482961,0,0.577136154,0,0,0.331311616,0.828550613,0.015151515,0.21242741,0.147727273,0.241345659,0.385347202,0.49036048,0.093941509,0.461538462,0.023415736,0,0,0.073971425
6.71,0.337566739,0.410353202,0,0.582982318,0,0,0.700332992,0.829388916,0.015151515,0.162833914,0.125,0.18113388,0.376530398,0.140838021,0.093941509,0.41025641,0.020772159,0,0,0.012930302
5.395,0.338645561,0.383053863,0,0.584884701,0,0,0.7021643,0.830138828,0.015151515,0.162833914,0.113636364,0.181724955,0.335812573,0.184663246,0.093941509,0.358974359,0.020772159,0,0,0.012930302
6.246,0.338645561,0.408913454,0,0.585732969,0,0,0.702980876,0.828893359,0.015151515,0.162833914,0.125,0.181988513,0.376530648,0.140838021,0.093941509,0.41025641,0.020772159,0,0,0.012930302
6.889,0.338645561,0.383053863,0,0.584884701,0,0,0.7021643,0.830138828,0.015151515,0.162833914,0.113636364,0.181724955,0.335812573,0.184663246,0.093941509,0.358974359,0.020772159,0,0,0.012930302
6.056,0.487181675,0.388763426,0,0.587408917,0,0,0.704594208,0.836281786,0.03030303,0.162833914,0.147727273,0.182509234,0.355100196,0.173665357,0.093941509,0.435897436,0.040674279,0,0,0.012930302
6.41,0.589893789,0.450148036,0.05,0.55438074,0,0,0.672800005,0.851050178,0.015151515,0.162833914,0.181818182,0.172247307,0.367837642,0.183611885,0.093941509,0.512820513,0.031764755,0.100081158,0,0.012930302
6.947,0.440392958,0.398070867,0,0.57739935,0,0,0.694958611,0.83819315,0.015151515,0.162833914,0.136363636,0.17939924,0.338868527,0.240222427,0.093941509,0.41025641,0.020772159,0,0,0.012930302
6.907,0.338645561,0.379699435,0,0.585114073,0,0,0.702385102,0.830192001,0.015151515,0.162833914,0.113636364,0.181796221,0.35455582,0.210645825,0.093941509,0.358974359,0.020772159,0,0,0.012930302
6.943,0.338645561,0.387634441,0,0.585280559,0,0,0.702545369,0.829764776,0.015151515,0.162833914,0.113636364,0.181847949,0.32570891,0.14692531,0.093941509,0.358974359,0.020772159,0,0,0.012930302
6.893,0.338645561,0.475117801,0,0.607448639,0,0,0.723885221,0.823578533,0.015151515,0.162833914,0.125,0.18873562,0.460054395,0.136191695,0.093941509,0.333333333,0.020772159,0,0,0.012930302
5.783,0.381524349,0.370039976,0,0.594894267,0,0,0.711799896,0.828227464,0.03030303,0.162833914,0.125,0.184834949,0.350858817,0.118106176,0.093941509,0.384615385,0.040674279,0,0,0.012930302
